poliza_id,policy_number,poliza_renovacion,cartera_renovaciones,count_items,issue
222517,14517700015720,1,[np.int64(0)],1,renovacion_mismatch
222519,14517700015740,1,[np.int64(0)],1,renovacion_mismatch
222520,14517700015750,1,[np.int64(0)],1,renovacion_mismatch
222524,79716988,2,[np.int64(0)],1,renovacion_mismatch
222526,79716990,2,[np.int64(0)],1,renovacion_mismatch
222530,1000003165,1,[np.int64(0)],1,renovacion_mismatch
222546,79716958,2,[np.int64(0)],1,renovacion_mismatch
222549,14517700015650,1,[np.int64(0)],1,renovacion_mismatch
222552,79716955,2,[np.int64(0)],1,renovacion_mismatch
222553,79716956,2,[np.int64(0)],1,renovacion_mismatch
222554,79716957,1,[np.int64(0)],1,renovacion_mismatch
222559,1000261,1,[np.int64(0)],1,renovacion_mismatch
222566,14517700015630,2,[np.int64(0)],1,renovacion_mismatch
222568,79716954,1,[np.int64(0)],1,renovacion_mismatch
222571,79716984,1,[np.int64(0)],1,renovacion_mismatch
222578,14517700015550,1,[np.int64(0)],1,renovacion_mismatch
222579,14517700015560,1,[np.int64(0)],1,renovacion_mismatch
222580,14517700015570,1,[np.int64(0)],1,renovacion_mismatch
222581,14517700015580,2,[np.int64(0)],1,renovacion_mismatch
222582,14517700015590,1,[np.int64(0)],1,renovacion_mismatch
222583,79716983,1,[np.int64(0)],1,renovacion_mismatch
222584,3098697200,1,[np.int64(0)],1,renovacion_mismatch
222587,79716953,2,[np.int64(0)],1,renovacion_mismatch
222588,14517700015520,2,[np.int64(0)],1,renovacion_mismatch
222592,3098692800,2,[np.int64(0)],1,renovacion_mismatch
222593,79716982,1,[np.int64(0)],1,renovacion_mismatch
222610,14517700015490,1,[np.int64(0)],1,renovacion_mismatch
222611,79716977,2,[np.int64(0)],1,renovacion_mismatch
222619,79716975,2,[np.int64(0)],1,renovacion_mismatch
222622,79716976,2,[np.int64(0)],1,renovacion_mismatch
222625,12096000017810,2,[np.int64(0)],1,renovacion_mismatch
222628,14517700015440,1,[np.int64(0)],1,renovacion_mismatch
222630,14517700015460,2,[np.int64(0)],1,renovacion_mismatch
222631,79716952,2,[np.int64(0)],1,renovacion_mismatch
222633,79716972,1,[np.int64(0)],1,renovacion_mismatch
222637,14517700015400,2,[np.int64(0)],1,renovacion_mismatch
222642,3098399400,1,[np.int64(0)],1,renovacion_mismatch
222646,14517700015430,1,[np.int64(0)],1,renovacion_mismatch
222665,3098327800,1,[np.int64(0)],1,renovacion_mismatch
222668,79716971,2,[np.int64(0)],1,renovacion_mismatch
222685,14517700015380,2,[np.int64(0)],1,renovacion_mismatch
222687,14517700015360,1,[np.int64(0)],1,renovacion_mismatch
222688,14517700015370,1,[np.int64(0)],1,renovacion_mismatch
222689,79716968,2,[np.int64(0)],1,renovacion_mismatch
222690,79716969,1,[np.int64(0)],1,renovacion_mismatch
222691,79716970,1,[np.int64(0)],1,renovacion_mismatch
222700,14517700015330,2,[np.int64(0)],1,renovacion_mismatch
222709,14517700015290,2,[np.int64(0)],1,renovacion_mismatch
222712,79716948,1,[np.int64(0)],1,renovacion_mismatch
222713,79716950,1,[np.int64(0)],1,renovacion_mismatch
222729,14517700015250,2,[np.int64(0)],1,renovacion_mismatch
222730,79716947,1,[np.int64(0)],1,renovacion_mismatch
222749,79716965,1,[np.int64(0)],1,renovacion_mismatch
222750,79716944,1,[np.int64(0)],1,renovacion_mismatch
222751,79716945,1,[np.int64(0)],1,renovacion_mismatch
222752,14517700015180,2,[np.int64(0)],1,renovacion_mismatch
222754,14517700015190,2,[np.int64(0)],1,renovacion_mismatch
222755,14517700015200,1,[np.int64(0)],1,renovacion_mismatch
222758,79716946,1,[np.int64(0)],4,renovacion_mismatch
222768,14517700015110,1,[np.int64(0)],1,renovacion_mismatch
222770,79716964,1,[np.int64(0)],1,renovacion_mismatch
222772,14517700015130,2,[np.int64(0)],1,renovacion_mismatch
222781,79430160,1,[np.int64(0)],1,renovacion_mismatch
222791,3097701800,2,[np.int64(0)],1,renovacion_mismatch
222792,14517700015070,1,[np.int64(0)],1,renovacion_mismatch
222796,14517700015010,2,[np.int64(0)],1,renovacion_mismatch
222798,14517700015030,2,[np.int64(0)],1,renovacion_mismatch
222801,14517700015050,2,[np.int64(0)],1,renovacion_mismatch
222802,79430139,2,[np.int64(0)],1,renovacion_mismatch
222803,79430159,1,[np.int64(0)],1,renovacion_mismatch
222805,14517700014990,2,[np.int64(0)],1,renovacion_mismatch
222807,3097610600,1,[np.int64(0)],1,renovacion_mismatch
222808,3097626400,2,[np.int64(0)],1,renovacion_mismatch
222810,14517700015000,1,[np.int64(0)],1,renovacion_mismatch
222814,79430157,1,[np.int64(0)],1,renovacion_mismatch
222815,79430158,1,[np.int64(0)],1,renovacion_mismatch
222822,14517700014970,1,[np.int64(0)],1,renovacion_mismatch
222828,14517700014950,1,[np.int64(0)],2,renovacion_mismatch
222834,79430155,2,[np.int64(0)],1,renovacion_mismatch
222835,3097449100,2,[np.int64(0)],1,renovacion_mismatch
222844,79430153,2,[np.int64(0)],1,renovacion_mismatch
222850,14517700014910,2,[np.int64(0)],1,renovacion_mismatch
222864,14517700014850,1,[np.int64(0)],1,renovacion_mismatch
222866,14517700014870,1,[np.int64(0)],1,renovacion_mismatch
222867,14517700014880,1,[np.int64(0)],1,renovacion_mismatch
222868,79430150,1,[np.int64(0)],1,renovacion_mismatch
222869,79430151,2,[np.int64(0)],1,renovacion_mismatch
222879,14517700014840,2,[np.int64(0)],1,renovacion_mismatch
222882,79430149,1,[np.int64(0)],1,renovacion_mismatch
222892,14517700014790,2,[np.int64(0)],1,renovacion_mismatch
222897,14517700014830,1,[np.int64(0)],1,renovacion_mismatch
222898,79430133,2,[np.int64(0)],1,renovacion_mismatch
222899,79430134,1,[np.int64(0)],1,renovacion_mismatch
222901,79430135,1,[np.int64(0)],1,renovacion_mismatch
222911,14517700014780,2,[np.int64(0)],1,renovacion_mismatch
222913,79430146,2,[np.int64(0)],1,renovacion_mismatch
222914,79430147,2,[np.int64(0)],1,renovacion_mismatch
222915,79430131,2,[np.int64(0)],1,renovacion_mismatch
222917,3097147300,1,[np.int64(0)],1,renovacion_mismatch
222923,14517700014700,1,[np.int64(0)],1,renovacion_mismatch
222926,79430143,1,[np.int64(0)],1,renovacion_mismatch
222928,79430145,1,[np.int64(0)],1,renovacion_mismatch
222932,14517700014670,2,[np.int64(0)],1,renovacion_mismatch
222937,79430128,2,[np.int64(0)],1,renovacion_mismatch
222941,3096988900,1,[np.int64(0)],1,renovacion_mismatch
222942,79430127,1,[np.int64(0)],1,renovacion_mismatch
222950,14517700014650,1,[np.int64(0)],1,renovacion_mismatch
222953,14517700014590,1,[np.int64(0)],1,renovacion_mismatch
222955,14517700014610,1,[np.int64(0)],1,renovacion_mismatch
222956,14517700014620,2,[np.int64(0)],1,renovacion_mismatch
222958,14517700014640,1,[np.int64(0)],1,renovacion_mismatch
222961,79430126,1,[np.int64(0)],1,renovacion_mismatch
222965,14517700014530,1,[np.int64(0)],1,renovacion_mismatch
222967,14517700014540,1,[np.int64(0)],1,renovacion_mismatch
222970,14517700014570,1,[np.int64(0)],1,renovacion_mismatch
222974,14517700014510,1,[np.int64(0)],1,renovacion_mismatch
222977,14517700014520,1,[np.int64(0)],1,renovacion_mismatch
222984,14517700014460,2,[np.int64(0)],1,renovacion_mismatch
222985,14517700014470,2,[np.int64(0)],1,renovacion_mismatch
222986,14517700014480,2,[np.int64(0)],1,renovacion_mismatch
222994,79430117,2,[np.int64(0)],1,renovacion_mismatch
222995,79430118,1,[np.int64(0)],1,renovacion_mismatch
222996,79430119,1,[np.int64(0)],1,renovacion_mismatch
222998,14517700014420,1,[np.int64(0)],1,renovacion_mismatch
223001,14517700014430,2,[np.int64(0)],1,renovacion_mismatch
223003,14517700014340,2,[np.int64(0)],1,renovacion_mismatch
223005,14517700014360,1,[np.int64(0)],1,renovacion_mismatch
223006,14517700014370,1,[np.int64(0)],1,renovacion_mismatch
223008,14517700014390,1,[np.int64(0)],1,renovacion_mismatch
223010,79430115,1,[np.int64(0)],1,renovacion_mismatch
223012,79430114,1,[np.int64(0)],1,renovacion_mismatch
223031,79430112,2,[np.int64(0)],1,renovacion_mismatch
223037,79430124,2,[np.int64(0)],1,renovacion_mismatch
223042,14517700014270,1,[np.int64(0)],1,renovacion_mismatch
223044,79430109,2,[np.int64(0)],1,renovacion_mismatch
223045,79430110,2,[np.int64(0)],1,renovacion_mismatch
223063,14517700014220,1,[np.int64(0)],1,renovacion_mismatch
223065,14517700014240,1,[np.int64(0)],1,renovacion_mismatch
223066,79430108,1,[np.int64(0)],1,renovacion_mismatch
223068,3096484900,2,[np.int64(0)],1,renovacion_mismatch
223069,3096477900,1,[np.int64(0)],1,renovacion_mismatch
223072,79430106,1,[np.int64(0)],1,renovacion_mismatch
223073,79430107,1,[np.int64(0)],1,renovacion_mismatch
223077,14517700014170,1,[np.int64(0)],1,renovacion_mismatch
223085,14517700014130,1,[np.int64(0)],1,renovacion_mismatch
223087,14517700014140,1,[np.int64(0)],1,renovacion_mismatch
223088,14517700014150,1,[np.int64(0)],1,renovacion_mismatch
223089,14517700014080,2,[np.int64(0)],1,renovacion_mismatch
223092,14517700014110,1,[np.int64(0)],1,renovacion_mismatch
223094,79430104,1,[np.int64(0)],1,renovacion_mismatch
223097,79430122,1,[np.int64(0)],1,renovacion_mismatch
223098,AA005271,1,[np.int64(0)],1,renovacion_mismatch
223104,14517700014030,1,[np.int64(0)],1,renovacion_mismatch
223106,14517700014050,2,[np.int64(0)],1,renovacion_mismatch
223108,14517700014070,1,[np.int64(0)],1,renovacion_mismatch
223109,79331364,2,[np.int64(0)],1,renovacion_mismatch
223113,14517700013970,1,[np.int64(0)],1,renovacion_mismatch
223115,14517700013990,1,[np.int64(0)],1,renovacion_mismatch
223118,79430102,1,[np.int64(0)],1,renovacion_mismatch
223126,79331392,2,[np.int64(0)],1,renovacion_mismatch
223127,79331394,1,[np.int64(0)],1,renovacion_mismatch
223130,14517700013930,1,[np.int64(0)],1,renovacion_mismatch
223132,79331393,1,[np.int64(0)],1,renovacion_mismatch
223146,14517700013910,1,[np.int64(0)],1,renovacion_mismatch
223148,14517700013880,1,[np.int64(0)],2,renovacion_mismatch
223152,14517700013890,2,[np.int64(0)],1,renovacion_mismatch
223156,79331390,2,[np.int64(0)],1,renovacion_mismatch
223157,14517700013840,2,[np.int64(0)],1,renovacion_mismatch
223159,14517700013860,2,[np.int64(0)],1,renovacion_mismatch
223160,14517700013870,1,[np.int64(0)],1,renovacion_mismatch
223168,79331360,1,[np.int64(0)],1,renovacion_mismatch
223172,79331389,2,[np.int64(0)],1,renovacion_mismatch
223173,79331361,1,[np.int64(0)],1,renovacion_mismatch
223176,79331388,1,[np.int64(0)],1,renovacion_mismatch
223178,79331358,1,[np.int64(0)],1,renovacion_mismatch
223193,79331387,1,[np.int64(0)],1,renovacion_mismatch
223196,14517700013730,1,[np.int64(0)],1,renovacion_mismatch
223198,79331385,2,[np.int64(0)],1,renovacion_mismatch
223207,79331379,2,[np.int64(0)],1,renovacion_mismatch
223208,79331380,1,[np.int64(0)],1,renovacion_mismatch
223209,79331382,2,[np.int64(0)],1,renovacion_mismatch
223210,79331383,2,[np.int64(0)],1,renovacion_mismatch
223213,79331357,2,[np.int64(0)],1,renovacion_mismatch
223215,14517700013720,1,[np.int64(0)],1,renovacion_mismatch
223217,14517700013650,1,[np.int64(0)],1,renovacion_mismatch
223221,14517700013670,2,[np.int64(0)],1,renovacion_mismatch
223222,14517700013690,1,[np.int64(0)],1,renovacion_mismatch
223231,14517700013600,1,[np.int64(0)],1,renovacion_mismatch
223232,14517700013610,1,[np.int64(0)],1,renovacion_mismatch
223233,14517700013620,1,[np.int64(0)],1,renovacion_mismatch
223240,79331376,1,[np.int64(0)],1,renovacion_mismatch
223242,79331377,2,[np.int64(0)],1,renovacion_mismatch
223258,76863921,1,[np.int64(0)],1,renovacion_mismatch
223272,79331372,1,[np.int64(0)],1,renovacion_mismatch
223273,79331373,1,[np.int64(0)],1,renovacion_mismatch
223274,14517700013580,1,[np.int64(0)],1,renovacion_mismatch
223275,79331356,2,[np.int64(0)],1,renovacion_mismatch
223277,14517700013550,1,[np.int64(0)],1,renovacion_mismatch
223283,79331371,1,[np.int64(0)],1,renovacion_mismatch
223284,14517700013570,2,[np.int64(0)],1,renovacion_mismatch
223292,79331353,2,[np.int64(0)],2,renovacion_mismatch
223302,14517700013480,1,[np.int64(0)],1,renovacion_mismatch
223303,14517700013490,2,[np.int64(0)],1,renovacion_mismatch
223311,14517700013450,2,[np.int64(0)],1,renovacion_mismatch
223312,14517700013460,2,[np.int64(0)],1,renovacion_mismatch
223315,14517700013420,1,[np.int64(0)],1,renovacion_mismatch
223316,14517700013430,1,[np.int64(0)],1,renovacion_mismatch
223317,14517700013440,1,[np.int64(0)],1,renovacion_mismatch
223318,79331349,1,[np.int64(0)],1,renovacion_mismatch
223319,79331350,1,[np.int64(0)],1,renovacion_mismatch
223320,79331370,1,[np.int64(0)],1,renovacion_mismatch
223325,79331345,2,[np.int64(0)],1,renovacion_mismatch
223326,79331346,1,[np.int64(0)],1,renovacion_mismatch
223328,79331348,1,[np.int64(0)],1,renovacion_mismatch
223330,79331367,2,[np.int64(0)],1,renovacion_mismatch
223336,14517700013370,1,[np.int64(0)],1,renovacion_mismatch
223339,14517700013390,2,[np.int64(0)],1,renovacion_mismatch
223340,14517700013400,1,[np.int64(0)],1,renovacion_mismatch
223344,14517700013310,1,[np.int64(0)],1,renovacion_mismatch
223345,79122003,2,[np.int64(0)],1,renovacion_mismatch
223346,79122004,1,[np.int64(0)],1,renovacion_mismatch
223347,79122005,1,[np.int64(0)],1,renovacion_mismatch
223348,14517700013320,1,[np.int64(0)],1,renovacion_mismatch
223349,14517700013330,2,[np.int64(0)],1,renovacion_mismatch
223363,79122000,1,[np.int64(0)],1,renovacion_mismatch
223371,79122002,2,[np.int64(0)],1,renovacion_mismatch
223373,14517700013210,1,[np.int64(0)],1,renovacion_mismatch
223374,14517700013280,1,[np.int64(0)],1,renovacion_mismatch
223376,14517700013230,1,[np.int64(0)],1,renovacion_mismatch
223378,14517700013250,1,[np.int64(0)],1,renovacion_mismatch
223380,14517700013270,1,[np.int64(0)],1,renovacion_mismatch
223382,79121999,1,[np.int64(0)],1,renovacion_mismatch
223391,14517700013190,1,[np.int64(0)],1,renovacion_mismatch
223392,14517700013200,1,[np.int64(0)],1,renovacion_mismatch
223393,79122014,1,[np.int64(0)],1,renovacion_mismatch
223398,14517700013220,1,[np.int64(0)],1,renovacion_mismatch
223409,14517700013150,1,[np.int64(0)],1,renovacion_mismatch
223410,79122012,1,[np.int64(0)],1,renovacion_mismatch
223411,79122013,1,[np.int64(0)],1,renovacion_mismatch
223412,12096000017760,1,[np.int64(0)],1,renovacion_mismatch
223413,12096000017780,1,[np.int64(0)],1,renovacion_mismatch
223415,79122011,1,[np.int64(0)],1,renovacion_mismatch
223416,79121997,1,[np.int64(0)],1,renovacion_mismatch
223422,14517700013080,1,[np.int64(0)],1,renovacion_mismatch
223423,14517700013090,1,[np.int64(0)],1,renovacion_mismatch
223426,14517700013120,1,[np.int64(0)],1,renovacion_mismatch
223429,14517700013140,1,[np.int64(0)],1,renovacion_mismatch
223431,12096000017750,1,[np.int64(0)],1,renovacion_mismatch
223436,14517700013020,2,[np.int64(0)],1,renovacion_mismatch
223439,14517700013050,1,[np.int64(0)],1,renovacion_mismatch
223441,14517700013070,1,[np.int64(0)],1,renovacion_mismatch
223452,14517700012910,2,[np.int64(0)],1,renovacion_mismatch
223456,14517700012940,1,[np.int64(0)],1,renovacion_mismatch
223462,79121986,1,[np.int64(0)],1,renovacion_mismatch
223463,79121987,2,[np.int64(0)],1,renovacion_mismatch
223466,79121990,1,[np.int64(0)],1,renovacion_mismatch
223467,79121991,1,[np.int64(0)],1,renovacion_mismatch
223468,79121992,1,[np.int64(0)],1,renovacion_mismatch
223469,79121993,1,[np.int64(0)],1,renovacion_mismatch
223472,79121983,1,[np.int64(0)],1,renovacion_mismatch
223475,14517700012850,1,[np.int64(0)],1,renovacion_mismatch
223480,14517700012900,1,[np.int64(0)],1,renovacion_mismatch
223481,79121978,1,[np.int64(0)],1,renovacion_mismatch
223484,79121981,1,[np.int64(0)],1,renovacion_mismatch
223490,14517700012840,2,[np.int64(0)],1,renovacion_mismatch
223492,14517700012780,1,[np.int64(0)],1,renovacion_mismatch
223501,14517700012740,1,[np.int64(0)],1,renovacion_mismatch
223502,14517700012760,1,[np.int64(0)],1,renovacion_mismatch
223515,79121965,1,[np.int64(0)],1,renovacion_mismatch
223528,14517700012690,1,[np.int64(0)],1,renovacion_mismatch
223529,14517700012700,1,[np.int64(0)],1,renovacion_mismatch
223530,79121962,1,[np.int64(0)],1,renovacion_mismatch
223532,79121961,1,[np.int64(0)],1,renovacion_mismatch
223534,14517700012660,1,[np.int64(0)],1,renovacion_mismatch
223535,14517700012670,1,[np.int64(0)],1,renovacion_mismatch
223539,14517700012680,1,[np.int64(0)],1,renovacion_mismatch
223545,14517700012580,1,[np.int64(0)],1,renovacion_mismatch
223546,14517700012590,1,[np.int64(0)],1,renovacion_mismatch
223552,14517700012550,1,[np.int64(0)],1,renovacion_mismatch
223564,14517700012510,1,[np.int64(0)],1,renovacion_mismatch
223565,12096000017710,1,[np.int64(0)],1,renovacion_mismatch
223568,79121960,1,[np.int64(0)],1,renovacion_mismatch
223578,79121959,1,[np.int64(0)],1,renovacion_mismatch
223581,14517700012440,1,[np.int64(0)],1,renovacion_mismatch
223582,79121954,1,[np.int64(0)],1,renovacion_mismatch
223589,14517700012430,1,[np.int64(0)],1,renovacion_mismatch
223601,14517700012420,1,[np.int64(0)],1,renovacion_mismatch
223603,79121974,1,[np.int64(0)],1,renovacion_mismatch
223609,14517700012400,1,[np.int64(0)],1,renovacion_mismatch
223610,79121969,1,[np.int64(0)],1,renovacion_mismatch
223612,79121971,1,[np.int64(0)],1,renovacion_mismatch
223614,79121952,1,[np.int64(0)],1,renovacion_mismatch
223621,14517700012350,1,[np.int64(0)],1,renovacion_mismatch
223623,14517700012370,1,[np.int64(0)],1,renovacion_mismatch
223624,14517700012320,1,[np.int64(0)],1,renovacion_mismatch
223625,79121949,1,[np.int64(0)],1,renovacion_mismatch
223628,79121951,1,[np.int64(0)],1,renovacion_mismatch
223645,14517700012330,1,[np.int64(0)],1,renovacion_mismatch
223646,79121950,1,[np.int64(0)],1,renovacion_mismatch
223654,79121948,1,[np.int64(0)],1,renovacion_mismatch
223660,14517700012310,1,[np.int64(0)],1,renovacion_mismatch
223668,14517700012250,1,[np.int64(0)],1,renovacion_mismatch
223671,14517700012280,1,[np.int64(0)],1,renovacion_mismatch
223673,14517700012160,1,[np.int64(0)],1,renovacion_mismatch
223680,14517700012230,1,[np.int64(0)],1,renovacion_mismatch
223687,78861033,1,[np.int64(0)],1,renovacion_mismatch
223692,14517700012180,1,[np.int64(0)],1,renovacion_mismatch
223694,14517700012100,1,[np.int64(0)],1,renovacion_mismatch
223696,14517700012120,1,[np.int64(0)],1,renovacion_mismatch
223697,14517700012140,1,[np.int64(0)],1,renovacion_mismatch
223706,14517700012030,1,[np.int64(0)],1,renovacion_mismatch
223708,14517700012050,1,[np.int64(0)],1,renovacion_mismatch
223713,14517700011990,1,[np.int64(0)],1,renovacion_mismatch
223716,14517700012020,1,[np.int64(0)],1,renovacion_mismatch
223718,78861039,1,[np.int64(0)],1,renovacion_mismatch
223719,78861041,1,[np.int64(0)],1,renovacion_mismatch
223723,78861015,1,[np.int64(0)],1,renovacion_mismatch
223724,78861016,1,[np.int64(0)],1,renovacion_mismatch
223725,14517700011960,1,[np.int64(0)],1,renovacion_mismatch
223730,14517700011970,1,[np.int64(0)],1,renovacion_mismatch
223741,14517700011950,1,[np.int64(0)],1,renovacion_mismatch
223742,78861014,1,[np.int64(0)],1,renovacion_mismatch
223744,78861030,1,[np.int64(0)],1,renovacion_mismatch
223745,78861031,1,[np.int64(0)],1,renovacion_mismatch
223753,14517700011830,1,[np.int64(0)],1,renovacion_mismatch
223754,14517700011840,1,[np.int64(0)],1,renovacion_mismatch
223760,14517700011900,1,[np.int64(0)],1,renovacion_mismatch
223773,78861028,1,[np.int64(0)],1,renovacion_mismatch
223787,14517700011810,1,[np.int64(0)],1,renovacion_mismatch
223790,78861025,1,[np.int64(0)],1,renovacion_mismatch
223791,78861026,1,[np.int64(0)],1,renovacion_mismatch
223816,78861020,1,[np.int64(0)],1,renovacion_mismatch
223818,78861022,1,[np.int64(0)],1,renovacion_mismatch
223822,14517700011670,1,[np.int64(0)],1,renovacion_mismatch
223823,14517700011680,1,[np.int64(0)],1,renovacion_mismatch
223824,14517700011690,1,[np.int64(0)],2,renovacion_mismatch
223826,14517700011700,1,[np.int64(0)],1,renovacion_mismatch
223830,14517700011720,1,[np.int64(0)],1,renovacion_mismatch
223831,14517700011730,1,[np.int64(0)],1,renovacion_mismatch
223838,14517700011620,1,[np.int64(0)],1,renovacion_mismatch
223839,14517700011630,1,[np.int64(0)],1,renovacion_mismatch
223840,14517700011640,1,[np.int64(0)],1,renovacion_mismatch
223841,14517700011650,1,[np.int64(0)],1,renovacion_mismatch
223852,78860989,1,[np.int64(0)],1,renovacion_mismatch
223854,78860991,1,[np.int64(0)],1,renovacion_mismatch
223857,78861019,1,[np.int64(0)],1,renovacion_mismatch
223866,14517700011560,1,[np.int64(0)],1,renovacion_mismatch
223867,14517700011570,1,[np.int64(0)],1,renovacion_mismatch
223869,12096000017680,1,[np.int64(0)],1,renovacion_mismatch
223870,12096000017690,1,[np.int64(0)],1,renovacion_mismatch
223871,14517700011590,1,[np.int64(0)],1,renovacion_mismatch
223893,78860987,1,[np.int64(0)],1,renovacion_mismatch
223902,78860977,1,[np.int64(0)],1,renovacion_mismatch
223910,14517700011530,1,[np.int64(0)],1,renovacion_mismatch
223911,14517700011540,1,[np.int64(0)],1,renovacion_mismatch
223913,14517700011440,1,[np.int64(0)],1,renovacion_mismatch
223923,14517700011480,1,[np.int64(0)],1,renovacion_mismatch
223927,14517700011490,1,[np.int64(0)],1,renovacion_mismatch
223931,78860985,1,[np.int64(0)],1,renovacion_mismatch
223936,14517700011351,1,[np.int64(0)],1,renovacion_mismatch
223944,78860978,1,[np.int64(0)],1,renovacion_mismatch
223946,78860981,1,[np.int64(0)],1,renovacion_mismatch
223953,78860980,1,[np.int64(0)],1,renovacion_mismatch
223958,78861012,1,[np.int64(0)],1,renovacion_mismatch
223961,14517700011410,1,[np.int64(0)],1,renovacion_mismatch
223965,14517700011340,1,[np.int64(0)],1,renovacion_mismatch
223980,14517700011320,1,[np.int64(0)],1,renovacion_mismatch
223981,14517700011330,1,[np.int64(0)],1,renovacion_mismatch
223985,78861008,1,[np.int64(0)],1,renovacion_mismatch
223998,14517700011260,1,[np.int64(0)],1,renovacion_mismatch
224000,78860975,1,[np.int64(0)],1,renovacion_mismatch
224005,78860973,1,[np.int64(0)],1,renovacion_mismatch
224009,12096000017660,1,[np.int64(0)],1,renovacion_mismatch
224014,14517700011190,1,[np.int64(0)],1,renovacion_mismatch
224015,78861002,1,[np.int64(0)],1,renovacion_mismatch
224017,78861004,1,[np.int64(0)],1,renovacion_mismatch
224019,14517700011200,1,[np.int64(0)],1,renovacion_mismatch
224022,78861000,1,[np.int64(0)],1,renovacion_mismatch
224023,78860972,1,[np.int64(0)],2,renovacion_mismatch
224024,78861001,1,[np.int64(0)],2,renovacion_mismatch
224028,14517700011160,1,[np.int64(0)],1,renovacion_mismatch
224029,14517700011170,1,[np.int64(0)],1,renovacion_mismatch
224030,145177800011180,1,[np.int64(0)],1,renovacion_mismatch
224039,14517700011140,1,[np.int64(0)],1,renovacion_mismatch
224040,14517700011150,1,[np.int64(0)],1,renovacion_mismatch
224042,14517700011130,1,[np.int64(0)],1,renovacion_mismatch
224050,78860998,1,[np.int64(0)],1,renovacion_mismatch
224064,14517700011070,1,[np.int64(0)],1,renovacion_mismatch
224065,14517700011080,1,[np.int64(0)],1,renovacion_mismatch
224066,14517700011090,1,[np.int64(0)],1,renovacion_mismatch
224071,14517700010240,1,[np.int64(0)],1,renovacion_mismatch
224073,14517700010250,1,[np.int64(0)],1,renovacion_mismatch
224074,14517700010260,1,[np.int64(0)],1,renovacion_mismatch
224081,14517700010130,1,[np.int64(0)],1,renovacion_mismatch
224082,14517700010140,1,[np.int64(0)],1,renovacion_mismatch
224083,14517700010150,1,[np.int64(0)],1,renovacion_mismatch
224084,14517700010160,1,[np.int64(0)],1,renovacion_mismatch
224085,14517700010170,1,[np.int64(0)],1,renovacion_mismatch
224086,14517700010180,1,[np.int64(0)],1,renovacion_mismatch
224087,14517700010190,1,[np.int64(0)],1,renovacion_mismatch
224088,14517700010210,1,[np.int64(0)],1,renovacion_mismatch
224089,14517700010220,1,[np.int64(0)],1,renovacion_mismatch
224090,14517700010230,1,[np.int64(0)],1,renovacion_mismatch
224091,14517700010030,1,[np.int64(0)],1,renovacion_mismatch
224092,14017700010040,1,[np.int64(0)],1,renovacion_mismatch
224093,14517700010050,1,[np.int64(0)],1,renovacion_mismatch
224094,14517700010060,1,[np.int64(0)],1,renovacion_mismatch
224095,14517700010070,1,[np.int64(0)],1,renovacion_mismatch
224096,14517700010080,1,[np.int64(0)],1,renovacion_mismatch
224097,14517700010090,1,[np.int64(0)],1,renovacion_mismatch
224098,14517700010100,1,[np.int64(0)],1,renovacion_mismatch
224099,14517700010110,1,[np.int64(0)],1,renovacion_mismatch
224100,14517700010120,1,[np.int64(0)],1,renovacion_mismatch
224101,14017700009920,1,[np.int64(0)],1,renovacion_mismatch
224102,14017700009930,1,[np.int64(0)],1,renovacion_mismatch
224103,14517700009940,1,[np.int64(0)],1,renovacion_mismatch
224104,14517700009950,1,[np.int64(0)],1,renovacion_mismatch
224105,14517700009970,1,[np.int64(0)],1,renovacion_mismatch
224106,14517700009980,1,[np.int64(0)],1,renovacion_mismatch
224107,14517700009990,1,[np.int64(0)],1,renovacion_mismatch
224108,14517700010000,1,[np.int64(0)],1,renovacion_mismatch
224109,14517700010010,1,[np.int64(0)],1,renovacion_mismatch
224110,14517700010020,1,[np.int64(0)],1,renovacion_mismatch
224111,14517700009820,1,[np.int64(0)],1,renovacion_mismatch
224112,14517700009830,1,[np.int64(0)],1,renovacion_mismatch
224113,14517700009840,1,[np.int64(0)],1,renovacion_mismatch
224114,14517700009850,1,[np.int64(0)],1,renovacion_mismatch
224115,14517700009860,1,[np.int64(0)],1,renovacion_mismatch
224116,14517700009870,1,[np.int64(0)],1,renovacion_mismatch
224117,14517700009880,1,[np.int64(0)],1,renovacion_mismatch
224118,14517700009890,1,[np.int64(0)],1,renovacion_mismatch
224119,14517700009900,1,[np.int64(0)],1,renovacion_mismatch
224120,14517700009910,1,[np.int64(0)],1,renovacion_mismatch
224121,14517700009720,1,[np.int64(0)],1,renovacion_mismatch
224122,14517700009730,1,[np.int64(0)],1,renovacion_mismatch
224123,14517700009740,1,[np.int64(0)],1,renovacion_mismatch
224124,14517700009750,1,[np.int64(0)],1,renovacion_mismatch
224125,14517700009760,1,[np.int64(0)],1,renovacion_mismatch
224126,14517700009770,1,[np.int64(0)],1,renovacion_mismatch
224127,14017700009780,1,[np.int64(0)],1,renovacion_mismatch
224128,14517700009790,1,[np.int64(0)],1,renovacion_mismatch
224129,14017700009800,1,[np.int64(0)],1,renovacion_mismatch
224130,14517700009810,1,[np.int64(0)],1,renovacion_mismatch
224131,14517700009620,1,[np.int64(0)],1,renovacion_mismatch
224132,14517700009630,1,[np.int64(0)],1,renovacion_mismatch
224133,14517700009640,1,[np.int64(0)],1,renovacion_mismatch
